# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
375           	smoothSolver	7.328040e-04	4.896090e-05	5	1.115470e-02	9.470680e-04	4	false	GAMG	3.632410e-03	1.477100e-04	2	true
376           	smoothSolver	7.254070e-04	4.836110e-05	5	1.107960e-02	9.257120e-04	4	false	GAMG	3.101580e-03	3.003040e-04	1	true
377           	smoothSolver	7.108380e-04	4.754310e-05	5	1.084010e-02	9.186250e-04	4	false	GAMG	3.573900e-03	1.490800e-04	2	true
378           	smoothSolver	7.000080e-04	4.665290e-05	5	1.078960e-02	8.978470e-04	4	false	GAMG	3.026900e-03	2.999920e-04	1	true
379           	smoothSolver	6.885550e-04	4.606140e-05	5	1.059490e-02	8.901880e-04	4	false	GAMG	3.486240e-03	1.533990e-04	2	true
380           	smoothSolver	6.824890e-04	4.545120e-05	5	1.055200e-02	8.677820e-04	4	false	GAMG	2.974510e-03	2.963060e-04	1	true
381           	smoothSolver	6.679020e-04	4.462490e-05	5	1.033130e-02	8.606040e-04	4	false	GAMG	3.416240e-03	1.543800e-04	2	true
382           	smoothSolver	6.632710e-04	4.412240e-05	5	1.031960e-02	8.396360e-04	4	false	GAMG	2.897830e-03	1.190400e-04	2	true
383           	smoothSolver	6.532290e-04	4.348640e-05	5	1.017130e-02	8.307360e-04	4	false	GAMG	3.114680e-03	3.017620e-04	1	true
384           	smoothSolver	6.396510e-04	4.273160e-05	5	9.949140e-03	8.210490e-04	4	false	GAMG	3.342520e-03	1.339220e-04	2	true
385           	smoothSolver	6.355230e-04	4.215900e-05	5	1.000560e-02	7.990850e-04	4	false	GAMG	2.843240e-03	9.169960e-05	2	true
386           	smoothSolver	6.233820e-04	4.163460e-05	5	9.846810e-03	7.867770e-04	4	false	GAMG	3.008720e-03	8.745840e-05	2	true
387           	smoothSolver	6.117520e-04	4.089370e-05	5	9.687330e-03	7.704420e-04	4	false	GAMG	2.888430e-03	9.272860e-05	2	true
388           	smoothSolver	6.048760e-04	4.044190e-05	5	9.573070e-03	7.546570e-04	4	false	GAMG	2.892000e-03	9.588990e-05	2	true
389           	smoothSolver	5.963160e-04	3.989430e-05	5	9.445000e-03	7.348960e-04	4	false	GAMG	2.849390e-03	9.725070e-05	2	true
390           	smoothSolver	5.848200e-04	3.916100e-05	5	9.292800e-03	7.148610e-04	4	false	GAMG	2.820360e-03	9.848090e-05	2	true
391           	smoothSolver	5.805980e-04	3.889900e-05	5	9.143780e-03	7.004870e-04	4	false	GAMG	2.795300e-03	9.808520e-05	2	true
392           	smoothSolver	5.740310e-04	3.839850e-05	5	9.016940e-03	6.886070e-04	4	false	GAMG	2.798360e-03	9.671300e-05	2	true
393           	smoothSolver	5.665290e-04	3.782340e-05	5	8.928550e-03	6.816320e-04	4	false	GAMG	2.797350e-03	9.693180e-05	2	true
394           	smoothSolver	5.615350e-04	3.745100e-05	5	8.833640e-03	6.746310e-04	4	false	GAMG	2.770410e-03	9.765080e-05	2	true
395           	smoothSolver	5.495910e-04	3.657510e-05	5	8.749260e-03	6.609250e-04	4	false	GAMG	2.750080e-03	9.833440e-05	2	true
396           	smoothSolver	5.484050e-04	3.646140e-05	5	8.668290e-03	6.541450e-04	4	false	GAMG	2.733270e-03	9.878920e-05	2	true
397           	smoothSolver	5.426940e-04	3.597790e-05	5	8.568690e-03	6.431660e-04	4	false	GAMG	2.703850e-03	9.953410e-05	2	true
398           	smoothSolver	5.360290e-04	3.542410e-05	5	8.462170e-03	6.321380e-04	4	false	GAMG	2.679170e-03	1.001820e-04	2	true
399           	smoothSolver	5.313310e-04	3.500150e-05	5	8.363430e-03	6.234170e-04	4	false	GAMG	2.652100e-03	1.013810e-04	2	true
400           	smoothSolver	5.256720e-04	3.449300e-05	5	8.263450e-03	6.143570e-04	4	false	GAMG	2.621710e-03	1.035890e-04	2	true
401           	smoothSolver	5.211590e-04	3.406580e-05	5	8.166730e-03	6.055400e-04	4	false	GAMG	2.623880e-03	1.064850e-04	2	true
402           	smoothSolver	5.150200e-04	3.350950e-05	5	8.085900e-03	5.961240e-04	4	false	GAMG	2.577960e-03	1.092150e-04	2	true
403           	smoothSolver	5.097430e-04	3.299300e-05	5	7.999430e-03	5.888000e-04	4	false	GAMG	2.562140e-03	1.103650e-04	2	true
404           	smoothSolver	5.058440e-04	3.254040e-05	5	7.891850e-03	5.814230e-04	4	false	GAMG	2.570590e-03	1.090730e-04	2	true
405           	smoothSolver	4.994910e-04	3.189790e-05	5	7.801720e-03	5.710780e-04	4	false	GAMG	2.539470e-03	1.074100e-04	2	true
406           	smoothSolver	4.953030e-04	4.935740e-05	4	7.706800e-03	5.630730e-04	4	false	GAMG	2.528990e-03	1.042550e-04	2	true
407           	smoothSolver	4.893300e-04	4.877640e-05	4	7.464610e-03	5.409380e-04	4	false	GAMG	2.462760e-03	1.007450e-04	2	true
408           	smoothSolver	4.827740e-04	4.808840e-05	4	7.324640e-03	5.288210e-04	4	false	GAMG	2.421210e-03	9.941710e-05	2	true
409           	smoothSolver	4.599550e-04	4.554560e-05	4	7.108770e-03	5.094490e-04	4	false	GAMG	2.388890e-03	9.888770e-05	2	true
410           	smoothSolver	4.718640e-04	4.695940e-05	4	7.106270e-03	5.107410e-04	4	false	GAMG	2.379320e-03	9.671380e-05	2	true
411           	smoothSolver	4.669990e-04	4.664430e-05	4	6.999630e-03	5.011890e-04	4	false	GAMG	2.346920e-03	9.288460e-05	2	true
412           	smoothSolver	4.636130e-04	4.628300e-05	4	6.897810e-03	4.910120e-04	4	false	GAMG	2.287580e-03	8.892290e-05	2	true
413           	smoothSolver	4.604420e-04	4.590460e-05	4	6.788880e-03	4.812550e-04	4	false	GAMG	2.276390e-03	8.580630e-05	2	true
414           	smoothSolver	4.563080e-04	4.537370e-05	4	6.680690e-03	4.726520e-04	4	false	GAMG	2.242450e-03	8.308990e-05	2	true
415           	smoothSolver	4.518360e-04	4.484730e-05	4	6.585300e-03	4.648680e-04	4	false	GAMG	2.172940e-03	8.073940e-05	2	true
416           	smoothSolver	4.465650e-04	4.424230e-05	4	6.490440e-03	4.563280e-04	4	false	GAMG	2.129520e-03	7.902170e-05	2	true
417           	smoothSolver	4.416940e-04	4.367280e-05	4	6.398340e-03	4.485660e-04	4	false	GAMG	2.099920e-03	2.091880e-04	1	true
418           	smoothSolver	4.368160e-04	4.326770e-05	4	6.225280e-03	4.380080e-04	4	false	GAMG	2.248590e-03	1.146700e-04	2	true
419           	smoothSolver	4.343840e-04	4.240540e-05	4	6.378640e-03	4.329290e-04	4	false	GAMG	2.040110e-03	1.815840e-04	1	true
420           	smoothSolver	4.249680e-04	4.200730e-05	4	6.163040e-03	4.215500e-04	4	false	GAMG	2.216170e-03	9.861160e-05	2	true
421           	smoothSolver	4.217450e-04	4.139870e-05	4	6.105760e-03	4.115660e-04	4	false	GAMG	1.969040e-03	1.566260e-04	1	true
422           	smoothSolver	4.163730e-04	4.134420e-05	4	5.926430e-03	4.028580e-04	4	false	GAMG	2.122450e-03	9.289570e-05	2	true
423           	smoothSolver	4.139630e-04	4.092970e-05	4	5.941090e-03	3.927770e-04	4	false	GAMG	1.924240e-03	1.517820e-04	1	true
424           	smoothSolver	4.064660e-04	2.593550e-05	5	5.778490e-03	3.856850e-04	4	false	GAMG	2.061070e-03	8.650100e-05	2	true
425           	smoothSolver	4.061150e-04	4.004150e-05	4	5.884990e-03	3.878390e-04	4	false	GAMG	1.910730e-03	1.534200e-04	1	true
426           	smoothSolver	4.004620e-04	3.986160e-05	4	5.657160e-03	3.737690e-04	4	false	GAMG	2.048580e-03	8.605740e-05	2	true
427           	smoothSolver	3.982640e-04	3.941250e-05	4	5.590930e-03	3.587210e-04	4	false	GAMG	1.831340e-03	1.313040e-04	1	true
428           	smoothSolver	3.911660e-04	3.906290e-05	4	5.406270e-03	3.514790e-04	4	false	GAMG	1.970280e-03	7.578150e-05	2	true
429           	smoothSolver	3.889070e-04	3.857320e-05	4	5.393070e-03	3.437460e-04	4	false	GAMG	1.771710e-03	1.321820e-04	1	true
430           	smoothSolver	3.820850e-04	2.437520e-05	5	5.236340e-03	3.413320e-04	4	false	GAMG	1.878990e-03	7.136900e-05	2	true
431           	smoothSolver	3.798420e-04	3.760960e-05	4	5.342380e-03	3.434000e-04	4	false	GAMG	1.718100e-03	1.309740e-04	1	true
432           	smoothSolver	3.728280e-04	2.378040e-05	5	5.133640e-03	3.341710e-04	4	false	GAMG	1.778480e-03	6.920540e-05	2	true
433           	smoothSolver	3.697960e-04	3.694720e-05	4	5.152840e-03	3.315230e-04	4	false	GAMG	1.600750e-03	1.171870e-04	1	true
434           	smoothSolver	3.638940e-04	2.341040e-05	5	4.927110e-03	3.219700e-04	4	false	GAMG	1.651060e-03	6.247880e-05	2	true
435           	smoothSolver	3.584410e-04	2.296780e-05	5	4.883760e-03	3.184980e-04	4	false	GAMG	1.496070e-03	1.060330e-04	1	true
436           	smoothSolver	3.544580e-04	2.289660e-05	5	4.800160e-03	3.185190e-04	4	false	GAMG	1.581430e-03	5.713480e-05	2	true
437           	smoothSolver	3.520320e-04	2.264950e-05	5	4.772470e-03	3.125990e-04	4	false	GAMG	1.414350e-03	1.022890e-04	1	true
438           	smoothSolver	3.459350e-04	2.253760e-05	5	4.651590e-03	3.086290e-04	4	false	GAMG	1.510100e-03	5.347890e-05	2	true
439           	smoothSolver	3.433530e-04	2.228990e-05	5	4.606090e-03	3.008300e-04	4	false	GAMG	1.356690e-03	9.508160e-05	1	true
440           	smoothSolver	3.372560e-04	2.214580e-05	5	4.490070e-03	2.975800e-04	4	false	GAMG	1.404700e-03	4.698840e-05	2	true
441           	smoothSolver	3.350310e-04	2.187500e-05	5	4.471190e-03	2.902220e-04	4	false	GAMG	1.247910e-03	9.309350e-05	1	true
442           	smoothSolver	3.296030e-04	2.177410e-05	5	4.375600e-03	2.883900e-04	4	false	GAMG	1.301280e-03	4.498610e-05	2	true
443           	smoothSolver	3.279990e-04	2.155960e-05	5	4.374840e-03	2.828180e-04	4	false	GAMG	1.143850e-03	9.090600e-05	1	true
444           	smoothSolver	3.225250e-04	2.138460e-05	5	4.310120e-03	2.809650e-04	4	false	GAMG	1.193290e-03	4.407020e-05	2	true
445           	smoothSolver	3.220130e-04	2.120360e-05	5	4.275660e-03	2.747160e-04	4	false	GAMG	1.075340e-03	8.731230e-05	1	true
446           	smoothSolver	3.158760e-04	2.096580e-05	5	4.193510e-03	2.726860e-04	4	false	GAMG	1.141470e-03	4.235790e-05	2	true
447           	smoothSolver	3.161060e-04	2.082530e-05	5	4.174790e-03	2.664300e-04	4	false	GAMG	1.024470e-03	8.510990e-05	1	true
448           	smoothSolver	3.109340e-04	2.066280e-05	5	4.097590e-03	2.651250e-04	4	false	GAMG	1.090310e-03	4.180780e-05	2	true
449           	smoothSolver	3.099870e-04	2.043290e-05	5	4.081340e-03	2.581660e-04	4	false	GAMG	9.856960e-04	8.226410e-05	1	true
450           	smoothSolver	3.056170e-04	2.032890e-05	5	4.017650e-03	2.569060e-04	4	false	GAMG	1.034820e-03	4.387020e-05	2	true
451           	smoothSolver	3.043500e-04	2.014220e-05	5	4.007300e-03	2.503800e-04	4	false	GAMG	9.474820e-04	8.394110e-05	1	true
452           	smoothSolver	3.006230e-04	2.009940e-05	5	3.965120e-03	2.502350e-04	4	false	GAMG	9.846340e-04	4.209810e-05	2	true
453           	smoothSolver	3.000370e-04	1.993770e-05	5	3.969380e-03	2.442350e-04	4	false	GAMG	9.224050e-04	7.913600e-05	1	true
454           	smoothSolver	2.967260e-04	1.985820e-05	5	3.932360e-03	2.446890e-04	4	false	GAMG	9.562110e-04	3.887810e-05	2	true
455           	smoothSolver	2.963630e-04	1.968060e-05	5	3.932560e-03	2.390000e-04	4	false	GAMG	8.817930e-04	7.442600e-05	1	true
456           	smoothSolver	2.929590e-04	1.959260e-05	5	3.887160e-03	2.391890e-04	4	false	GAMG	9.158370e-04	3.696270e-05	2	true
457           	smoothSolver	2.921410e-04	1.941350e-05	5	3.868800e-03	3.851280e-04	3	false	GAMG	8.681560e-04	7.555320e-05	1	true
458           	smoothSolver	2.878660e-04	1.929300e-05	5	3.893170e-03	2.481880e-04	4	false	GAMG	9.273560e-04	3.686150e-05	2	true
459           	smoothSolver	2.880080e-04	1.917440e-05	5	3.820370e-03	2.314480e-04	4	false	GAMG	8.603330e-04	7.125410e-05	1	true
460           	smoothSolver	2.849600e-04	1.913750e-05	5	3.772420e-03	2.305550e-04	4	false	GAMG	8.706380e-04	3.572310e-05	2	true
461           	smoothSolver	2.848020e-04	1.905220e-05	5	3.723160e-03	3.674100e-04	3	false	GAMG	8.117720e-04	7.103560e-05	1	true
462           	smoothSolver	2.811510e-04	1.897430e-05	5	3.768270e-03	2.360160e-04	4	false	GAMG	8.604200e-04	3.637890e-05	2	true
463           	smoothSolver	2.813140e-04	1.883890e-05	5	3.736180e-03	3.640830e-04	3	false	GAMG	8.320630e-04	7.000390e-05	1	true
464           	smoothSolver	2.782020e-04	1.881170e-05	5	3.734480e-03	2.330530e-04	4	false	GAMG	8.636110e-04	3.584510e-05	2	true
465           	smoothSolver	2.781490e-04	1.867650e-05	5	3.689050e-03	3.559790e-04	3	false	GAMG	8.163180e-04	6.669900e-05	1	true
466           	smoothSolver	2.752610e-04	1.865330e-05	5	3.679630e-03	2.282270e-04	4	false	GAMG	8.410490e-04	3.437460e-05	2	true
467           	smoothSolver	2.748740e-04	1.852950e-05	5	3.634900e-03	3.492410e-04	3	false	GAMG	7.934010e-04	6.404340e-05	1	true
468           	smoothSolver	2.720970e-04	1.853890e-05	5	3.620270e-03	2.235670e-04	4	false	GAMG	8.127460e-04	3.386910e-05	2	true
469           	smoothSolver	2.727050e-04	1.848700e-05	5	3.526450e-03	3.425100e-04	3	false	GAMG	7.580500e-04	6.113710e-05	1	true
470           	smoothSolver	2.694920e-04	1.842720e-05	5	3.562470e-03	2.186880e-04	4	false	GAMG	7.778900e-04	3.403680e-05	2	true
471           	smoothSolver	2.693640e-04	1.832250e-05	5	3.472030e-03	3.348770e-04	3	false	GAMG	7.260490e-04	5.923980e-05	1	true
472           	smoothSolver	2.670810e-04	1.831000e-05	5	3.501090e-03	2.134550e-04	4	false	GAMG	7.400930e-04	3.686360e-05	2	true
473           	smoothSolver	2.674230e-04	1.827770e-05	5	3.405050e-03	3.281170e-04	3	false	GAMG	6.890690e-04	5.859030e-05	1	true
474           	smoothSolver	2.645990e-04	1.821640e-05	5	3.439730e-03	2.085440e-04	4	false	GAMG	7.049410e-04	3.800700e-05	2	true
475           	smoothSolver	2.640120e-04	1.814390e-05	5	3.380150e-03	3.214220e-04	3	false	GAMG	6.689120e-04	5.745980e-05	1	true
476           	smoothSolver	2.621160e-04	1.813910e-05	5	3.386720e-03	2.051500e-04	4	false	GAMG	6.841000e-04	3.583080e-05	2	true
477           	smoothSolver	2.616830e-04	1.805200e-05	5	3.329350e-03	3.165240e-04	3	false	GAMG	6.435960e-04	5.478890e-05	1	true
478           	smoothSolver	2.597660e-04	1.803590e-05	5	3.336890e-03	2.012730e-04	4	false	GAMG	6.613490e-04	3.369880e-05	2	true
479           	smoothSolver	2.591060e-04	1.795120e-05	5	3.260790e-03	3.110510e-04	3	false	GAMG	6.139280e-04	5.218630e-05	1	true
480           	smoothSolver	2.571360e-04	1.791360e-05	5	3.282750e-03	3.274410e-04	3	false	GAMG	6.204490e-04	3.131260e-05	2	true
481           	smoothSolver	2.562020e-04	1.783450e-05	5	3.253430e-03	1.969120e-04	4	false	GAMG	5.376490e-04	5.306250e-05	1	true
482           	smoothSolver	2.553070e-04	1.783100e-05	5	3.163440e-03	3.091110e-04	3	false	GAMG	5.709130e-04	2.992760e-05	2	true
483           	smoothSolver	2.446310e-04	1.698490e-05	5	3.115700e-03	3.097120e-04	3	false	GAMG	5.097700e-04	4.398800e-05	1	true
484           	smoothSolver	2.513850e-04	1.763160e-05	5	3.127070e-03	1.907360e-04	4	false	GAMG	5.241810e-04	2.772620e-05	2	true
485           	smoothSolver	2.519580e-04	1.763610e-05	5	3.074030e-03	2.953230e-04	3	false	GAMG	5.103340e-04	4.348240e-05	1	true
486           	smoothSolver	2.054000e-04	1.356390e-05	5	2.786550e-03	2.768790e-04	3	false	GAMG	5.341860e-04	2.570130e-05	2	true
487           	smoothSolver	2.491590e-04	1.751210e-05	5	3.079190e-03	1.870270e-04	4	false	GAMG	4.801920e-04	4.510980e-05	1	true
488           	smoothSolver	2.475430e-04	1.745470e-05	5	2.987930e-03	2.925290e-04	3	false	GAMG	5.196170e-04	2.442660e-05	2	true
489           	smoothSolver	2.470330e-04	1.741600e-05	5	2.999480e-03	2.992420e-04	3	false	GAMG	4.613290e-04	3.677720e-05	1	true
490           	smoothSolver	2.417150e-04	1.708460e-05	5	2.937570e-03	1.793810e-04	4	false	GAMG	4.795960e-04	2.263990e-05	2	true
491           	smoothSolver	2.452740e-04	1.729840e-05	5	2.888520e-03	2.793350e-04	3	false	GAMG	4.631420e-04	3.714880e-05	1	true
492           	smoothSolver	2.393060e-04	1.693550e-05	5	2.885640e-03	1.742400e-04	4	false	GAMG	4.970100e-04	2.278530e-05	2	true
493           	smoothSolver	2.430070e-04	1.717120e-05	5	2.830000e-03	2.734750e-04	3	false	GAMG	4.714870e-04	3.603620e-05	1	true
494           	smoothSolver	2.406990e-04	1.709820e-05	5	2.846770e-03	1.721440e-04	4	false	GAMG	4.971630e-04	2.332450e-05	2	true
495           	smoothSolver	2.402130e-04	1.700340e-05	5	2.766680e-03	2.673770e-04	3	false	GAMG	4.623180e-04	3.461990e-05	1	true
496           	smoothSolver	2.383930e-04	1.695280e-05	5	2.784970e-03	1.684740e-04	4	false	GAMG	4.847690e-04	2.377050e-05	2	true
497           	smoothSolver	2.369040e-04	1.677840e-05	5	2.701330e-03	2.610590e-04	3	false	GAMG	4.555390e-04	3.312770e-05	1	true
498           	smoothSolver	2.333980e-04	1.658020e-05	5	2.712490e-03	1.638670e-04	4	false	GAMG	4.789090e-04	2.293790e-05	2	true
499           	smoothSolver	2.353580e-04	1.669410e-05	5	2.638730e-03	2.556040e-04	3	false	GAMG	4.442780e-04	3.220030e-05	1	true
500           	smoothSolver	2.340270e-04	1.667090e-05	5	2.652940e-03	1.609250e-04	4	false	GAMG	4.706200e-04	2.264990e-05	2	true
501           	smoothSolver	2.322090e-04	1.647110e-05	5	2.576660e-03	2.491460e-04	3	false	GAMG	4.371920e-04	3.144820e-05	1	true
502           	smoothSolver	2.315380e-04	1.650680e-05	5	2.584590e-03	1.569820e-04	4	false	GAMG	4.590900e-04	2.263210e-05	2	true
503           	smoothSolver	2.312430e-04	1.642720e-05	5	2.506530e-03	2.436220e-04	3	false	GAMG	4.254090e-04	3.054570e-05	1	true
504           	smoothSolver	2.289590e-04	1.634200e-05	5	2.516790e-03	1.530020e-04	4	false	GAMG	4.482680e-04	2.262580e-05	2	true
505           	smoothSolver	2.285120e-04	1.625340e-05	5	2.439080e-03	2.374290e-04	3	false	GAMG	4.141700e-04	2.981060e-05	1	true
506           	smoothSolver	2.261930e-04	1.615850e-05	5	2.446670e-03	1.489520e-04	4	false	GAMG	4.353570e-04	2.274090e-05	2	true
507           	smoothSolver	2.244470e-04	1.595800e-05	5	2.366780e-03	2.304070e-04	3	false	GAMG	4.063920e-04	2.951190e-05	1	true
508           	smoothSolver	2.231400e-04	1.595390e-05	5	2.377200e-03	1.449030e-04	4	false	GAMG	4.263250e-04	2.325920e-05	2	true
509           	smoothSolver	2.225320e-04	1.585800e-05	5	2.299550e-03	2.246640e-04	3	false	GAMG	3.972180e-04	2.930550e-05	1	true
510           	smoothSolver	2.196730e-04	1.573110e-05	5	2.307930e-03	1.408140e-04	4	false	GAMG	4.141140e-04	2.405380e-05	2	true
511           	smoothSolver	2.192070e-04	1.564090e-05	5	2.233230e-03	2.184600e-04	3	false	GAMG	3.853440e-04	2.871140e-05	1	true
512           	smoothSolver	2.153220e-04	1.543200e-05	5	2.241510e-03	1.365480e-04	4	false	GAMG	4.014200e-04	2.465310e-05	2	true
513           	smoothSolver	2.155260e-04	1.541360e-05	5	2.166150e-03	2.125150e-04	3	false	GAMG	3.721730e-04	2.790880e-05	1	true
514           	smoothSolver	2.128160e-04	1.530440e-05	5	2.177480e-03	1.329030e-04	4	false	GAMG	3.888530e-04	2.556250e-05	2	true
515           	smoothSolver	2.118860e-04	1.517790e-05	5	2.105000e-03	2.065660e-04	3	false	GAMG	3.633280e-04	2.753410e-05	1	true
516           	smoothSolver	2.082690e-04	1.500230e-05	5	2.115070e-03	1.290240e-04	4	false	GAMG	3.756410e-04	2.596510e-05	2	true
517           	smoothSolver	2.080710e-04	1.494330e-05	5	2.045710e-03	2.009630e-04	3	false	GAMG	3.483460e-04	2.667080e-05	1	true
518           	smoothSolver	2.036410e-04	1.470500e-05	5	2.057020e-03	1.254460e-04	4	false	GAMG	3.601640e-04	2.563340e-05	2	true
519           	smoothSolver	2.039880e-04	1.468720e-05	5	1.989230e-03	1.956770e-04	3	false	GAMG	3.350750e-04	2.635010e-05	1	true
520           	smoothSolver	2.011010e-04	1.456980e-05	5	2.006270e-03	1.225230e-04	4	false	GAMG	3.465840e-04	2.576860e-05	2	true
521           	smoothSolver	1.985170e-04	1.432010e-05	5	1.937240e-03	1.902720e-04	3	false	GAMG	3.207360e-04	2.477690e-05	1	true
522           	smoothSolver	1.969030e-04	1.430730e-05	5	1.960910e-03	1.196980e-04	4	false	GAMG	3.318910e-04	2.356420e-05	2	true
523           	smoothSolver	1.941590e-04	1.405700e-05	5	1.882000e-03	1.858560e-04	3	false	GAMG	3.105460e-04	2.476180e-05	1	true
524           	smoothSolver	1.925540e-04	1.404410e-05	5	1.909450e-03	1.170550e-04	4	false	GAMG	3.192620e-04	2.569870e-05	2	true
525           	smoothSolver	1.916690e-04	1.388070e-05	5	1.867530e-03	1.827590e-04	3	false	GAMG	2.989400e-04	2.505260e-05	1	true
526           	smoothSolver	1.886530e-04	1.376670e-05	5	1.887680e-03	1.147850e-04	4	false	GAMG	3.065020e-04	2.021380e-05	2	true
527           	smoothSolver	1.872620e-04	1.363850e-05	5	1.800760e-03	1.790510e-04	3	false	GAMG	2.900770e-04	2.501170e-05	1	true
528           	smoothSolver	1.822890e-04	1.334990e-05	5	1.837420e-03	1.121410e-04	4	false	GAMG	2.937710e-04	2.574550e-05	2	true
529           	smoothSolver	1.841900e-04	1.334470e-05	5	1.835240e-03	1.773930e-04	3	false	GAMG	2.806980e-04	2.708510e-05	1	true
530           	smoothSolver	1.804620e-04	1.321020e-05	5	1.848260e-03	1.113660e-04	4	false	GAMG	2.845180e-04	1.683830e-05	2	true
531           	smoothSolver	1.787780e-04	1.308690e-05	5	1.745570e-03	1.733190e-04	3	false	GAMG	2.771720e-04	2.441190e-05	1	true
532           	smoothSolver	1.739090e-04	1.281870e-05	5	1.768590e-03	1.087780e-04	4	false	GAMG	2.731350e-04	2.318420e-05	2	true
533           	smoothSolver	1.751390e-04	1.279220e-05	5	1.792330e-03	1.725200e-04	3	false	GAMG	2.683930e-04	2.657020e-05	1	true
534           	smoothSolver	1.716540e-04	1.266140e-05	5	1.796640e-03	1.083190e-04	4	false	GAMG	2.629880e-04	1.615200e-05	2	true
535           	smoothSolver	1.696700e-04	1.250950e-05	5	1.694300e-03	1.684930e-04	3	false	GAMG	2.574840e-04	2.079890e-05	1	true
536           	smoothSolver	1.665030e-04	1.238590e-05	5	1.714990e-03	1.065020e-04	4	false	GAMG	2.532730e-04	1.750610e-05	2	true
537           	smoothSolver	1.661540e-04	1.226050e-05	5	1.734850e-03	1.679490e-04	3	false	GAMG	2.510280e-04	2.402490e-05	1	true
538           	smoothSolver	1.629570e-04	1.212880e-05	5	1.736820e-03	1.054180e-04	4	false	GAMG	2.445000e-04	1.515830e-05	2	true
539           	smoothSolver	1.616240e-04	1.196290e-05	5	1.645420e-03	1.644180e-04	3	false	GAMG	2.409190e-04	1.884530e-05	1	true
540           	smoothSolver	1.582610e-04	1.184400e-05	5	1.663230e-03	1.038560e-04	4	false	GAMG	2.383090e-04	1.496790e-05	2	true
541           	smoothSolver	1.577270e-04	1.174940e-05	5	1.664490e-03	1.627210e-04	3	false	GAMG	2.368230e-04	2.121610e-05	1	true
542           	smoothSolver	1.548590e-04	1.163500e-05	5	1.667820e-03	1.023030e-04	4	false	GAMG	2.289440e-04	1.318050e-05	2	true
543           	smoothSolver	1.532380e-04	1.141180e-05	5	1.588720e-03	9.521130e-05	4	false	GAMG	2.185690e-04	1.689330e-05	1	true
544           	smoothSolver	1.510490e-04	1.139800e-05	5	1.556390e-03	9.457190e-05	4	false	GAMG	1.974820e-04	1.029390e-05	2	true
545           	smoothSolver	1.496810e-04	1.129300e-05	5	1.577680e-03	1.553820e-04	3	false	GAMG	2.013650e-04	1.790360e-05	1	true
546           	smoothSolver	1.462390e-04	1.109350e-05	5	1.578370e-03	9.739170e-05	4	false	GAMG	2.113740e-04	1.168070e-05	2	true
547           	smoothSolver	1.466470e-04	1.105820e-05	5	1.521080e-03	9.236520e-05	4	false	GAMG	1.992490e-04	1.485660e-05	1	true
548           	smoothSolver	1.440380e-04	1.096740e-05	5	1.492040e-03	9.133340e-05	4	false	GAMG	1.864260e-04	1.003860e-05	2	true
549           	smoothSolver	1.425340e-04	1.086560e-05	5	1.500460e-03	1.494380e-04	3	false	GAMG	1.907940e-04	1.632140e-05	1	true
550           	smoothSolver	1.402750e-04	1.076340e-05	5	1.499510e-03	9.418640e-05	4	false	GAMG	2.019200e-04	1.088980e-05	2	true
551           	smoothSolver	1.399240e-04	1.065180e-05	5	1.455500e-03	8.914040e-05	4	false	GAMG	1.887170e-04	1.377600e-05	1	true
552           	smoothSolver	1.374220e-04	1.055400e-05	5	1.426020e-03	8.793650e-05	4	false	GAMG	1.782880e-04	9.884820e-06	2	true
553           	smoothSolver	1.361310e-04	1.047100e-05	5	1.427960e-03	8.595640e-05	4	false	GAMG	1.728860e-04	1.348750e-05	1	true
554           	smoothSolver	1.342750e-04	1.038200e-05	5	1.391540e-03	8.521550e-05	4	false	GAMG	1.710920e-04	9.206110e-06	2	true
555           	smoothSolver	1.335180e-04	1.027120e-05	5	1.382330e-03	8.454430e-05	4	false	GAMG	1.625140e-04	1.318910e-05	1	true
556           	smoothSolver	1.315350e-04	1.018750e-05	5	1.352700e-03	8.371840e-05	4	false	GAMG	1.689280e-04	9.766770e-06	2	true
557           	smoothSolver	1.302120e-04	1.009050e-05	5	1.360950e-03	8.292680e-05	4	false	GAMG	1.624880e-04	1.295970e-05	1	true
558           	smoothSolver	1.285360e-04	1.001150e-05	5	1.326410e-03	8.195660e-05	4	false	GAMG	1.648310e-04	9.677210e-06	2	true
559           	smoothSolver	1.271900e-04	9.857860e-06	5	1.322560e-03	8.115090e-05	4	false	GAMG	1.552760e-04	1.219450e-05	1	true
560           	smoothSolver	1.260050e-04	9.828060e-06	5	1.290820e-03	8.055100e-05	4	false	GAMG	1.612280e-04	1.001030e-05	2	true
561           	smoothSolver	1.248840e-04	9.733330e-06	5	1.296180e-03	7.980420e-05	4	false	GAMG	1.541740e-04	1.235350e-05	1	true
562           	smoothSolver	1.231900e-04	9.646440e-06	5	1.264550e-03	7.895040e-05	4	false	GAMG	1.577320e-04	9.461870e-06	2	true
563           	smoothSolver	1.225370e-04	9.558780e-06	5	1.263390e-03	7.841570e-05	4	false	GAMG	1.506110e-04	1.147250e-05	1	true
564           	smoothSolver	1.209950e-04	9.486310e-06	5	1.233640e-03	7.761990e-05	4	false	GAMG	1.554300e-04	9.725740e-06	2	true
